timestamp,gender,age,country,highest level of edu,profession,comorbid,infected,closest covid case,primary source of news ,preferred sm platform,sm activity,covid19 stats,preferred healthcare sys,belief in vaccination,predicted end
04-08-2020 21:45,Female,58,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 21:46,Female,54,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,5,I check every day,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 21:46,Male,57,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,Yes,Family member residing in the same household,News apps/ Internet,Whatsapp,4,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 21:46,Female,33,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,News apps/ Internet,Whatsapp,4,I check once every few days,Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 21:48,Female,32,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Social Media,Facebook,2,I check once a while (weekly/bi-weekly),Home Remedies,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 21:48,Female,45,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Other,4,I don't pay attention to numbers,Other,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 21:49,Female,40,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,3,I check once a while (weekly/bi-weekly),Ayurveda,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 21:50,Male,65,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 21:51,Male,40,India,Master’s degree,Non-healthcare related profession,No,No,Family member but different household,News apps/ Internet,Twitter,3,I check every day,Homeopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 21:52,Male,53,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Newspaper,Whatsapp,3,I check once every few days,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 21:53,Female,41,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,2,I don't pay attention to numbers,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 21:53,Female,40,India,Bachelor’s degree,Currently not working,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 21:53,Female,39,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,4,I check every day,Home Remedies,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 21:54,Male,39,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Facebook,3,I don't pay attention to numbers,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 21:54,Male,52,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Family member but different household,Social Media,Whatsapp,5,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 21:55,Female,35,India,Master’s degree,Currently not working,No,No,Family member but different household,Television,Twitter,2,I check once a while (weekly/bi-weekly),Allopathy,3,An effective vaccine will be widely available within 4-6 months
04-08-2020 21:55,Male,32,India,Master’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",Yes,No,Family member but different household,Social Media,Facebook,5,I check once every few days,Home Remedies,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 21:56,Male,53,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,4,I check every day,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 21:56,Male,48,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,4,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 21:57,Female,55,Outside India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 21:57,Female,42,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Twitter,3,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 21:58,Female,58,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Newspaper,Whatsapp,4,I check every day,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 21:58,Female,39,India,Master’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Twitter,3,I check once a while (weekly/bi-weekly),Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:01,Male,59,India,Professional degree,Currently not working,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,5,I check once a while (weekly/bi-weekly),Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:01,Female,49,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,4,I check once every few days,Homeopathy,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:01,Male,45,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,Social Media,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:02,Female,53,Outside India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Facebook,4,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:04,Female,34,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I am keeping track of real time Covid-19 data,Home Remedies,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:04,Female,41,India,Master’s degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check once every few days,Allopathy,2,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:04,Male,67,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Social Media,Other,3,I check once a while (weekly/bi-weekly),Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:05,Female,54,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Whatsapp,3,I check once every few days,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:06,Male,43,India,Bachelor’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Do not personally know anyone who has been infected,Television,Facebook,3,I check every day,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:07,Female,40,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Facebook,3,I check every day,Ayurveda,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:07,Male,56,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check once every few days,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:07,Female,37,India,Professional degree,Currently not working,No,No,Family member but different household,News apps/ Internet,Whatsapp,3,I check every day,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:08,Male,66,India,Master’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:09,Female,32,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Instagram,5,I check every day,Ayurveda,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:10,Female,41,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,2,I check once every few days,Ayurveda,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:10,Female,41,India,Master’s degree,Currently not working,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Facebook,3,I check once every few days,Allopathy,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:10,Female,30,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Other,2,I check once every few days,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:10,Female,40,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Other,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:11,Male,61,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:11,Female,40,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Newspaper,Facebook,1,I check once a while (weekly/bi-weekly),Home Remedies,3,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:11,Female,31,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,News apps/ Internet,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:11,Female,34,India,Master’s degree,Currently not working,Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Instagram,4,I don't pay attention to numbers,Home Remedies,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:13,Female,44,India,Bachelor’s degree,Currently not working,No,No,Colleague,Television,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:13,Male,56,India,Professional degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Facebook,3,I check every day,Home Remedies,2,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:14,Female,36,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,4,I check every day,Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:14,Male,51,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Other,Whatsapp,3,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:14,Male,41,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Other,4,I check every day,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:15,Female,37,India,"High school graduate, diploma or the equivalent",Currently not working,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Other,3,I check once every few days,Homeopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:15,Female,40,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,5,I don't pay attention to numbers,Home Remedies,2,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:16,Male,55,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,Television,Whatsapp,4,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:17,Female,31,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Facebook,4,I check once every few days,Ayurveda,1,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:18,Female,47,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,3,I check once every few days,Allopathy,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:18,Male,46,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,Other,Other,3,I check every day,Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:18,Male,47,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,Social Media,Facebook,4,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:18,Female,31,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Facebook,4,I check once every few days,Ayurveda,1,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:18,Female,44,India,Master’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Colleague,Television,Whatsapp,2,I check once every few days,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:18,Female,46,India,Bachelor’s degree,Currently not working,Yes,No,Do not personally know anyone who has been infected,Television,Facebook,3,I check once every few days,Home Remedies,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:19,Female,60,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,3,I check once every few days,Allopathy,3,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:19,Female,50,Outside India,"High school graduate, diploma or the equivalent",Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Facebook,5,I check every day,Other,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:19,Female,31,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Social Media,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:19,Female,36,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Facebook,2,I check once a while (weekly/bi-weekly),Home Remedies,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:20,Female,48,India,Master’s degree,Currently not working,No,No,Family member but different household,News apps/ Internet,Whatsapp,5,I check once every few days,Home Remedies,0,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:20,Male,57,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Whatsapp,5,I check once a while (weekly/bi-weekly),Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:21,Female,40,India,Master’s degree,Non-healthcare related profession,No,No,Colleague,Newspaper,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:21,Female,34,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Facebook,4,I check every day,Ayurveda,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:23,Female,42,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,3,I check every day,Home Remedies,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:24,Female,30,India,Master’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Other,Facebook,4,I check every day,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:25,Female,44,India,Bachelor’s degree,Currently not working,No,No,Family member but different household,Newspaper,Whatsapp,4,I check once every few days,Ayurveda,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:26,Male,54,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check every day,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:26,Female,55,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,Television,Whatsapp,1,I check every day,Home Remedies,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:26,Female,35,India,Master’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,5,I check once a while (weekly/bi-weekly),Home Remedies,2,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:26,Female,40,Outside India,Master’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Instagram,3,I check every day,Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:27,Male,43,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,News apps/ Internet,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:27,Male,47,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Television,Whatsapp,5,I check every day,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:28,Male,38,Outside India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:28,Female,42,India,Master’s degree,Currently not working,Yes,No,Do not personally know anyone who has been infected,Television,Whatsapp,4,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:28,Male,65,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,1,I don't pay attention to numbers,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:28,Female,48,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,5,I check every day,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:28,Male,40,India,Bachelor’s degree,Non-healthcare related profession,No,No,Family member but different household,Television,Facebook,2,I don't pay attention to numbers,Home Remedies,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:29,Female,34,India,Professional degree,Currently not working,Yes,No,Family member but different household,Social Media,Other,5,I check once every few days,Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:30,Female,54,India,Bachelor’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Other,3,I check every day,Home Remedies,2,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:31,Female,40,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,4,I check once every few days,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:33,Female,35,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check once every few days,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:33,Female,49,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,1,I don't pay attention to numbers,Ayurveda,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:33,Male,64,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,2,I check every day,Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:33,Male,62,India,"High school graduate, diploma or the equivalent",Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,2,I check once a while (weekly/bi-weekly),Allopathy,3,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:33,Male,53,India,Bachelor’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Colleague,News apps/ Internet,Whatsapp,3,I check every day,Home Remedies,3,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:34,Female,45,India,Bachelor’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check once every few days,Allopathy,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:34,Female,45,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,4,I check every day,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:35,Female,60,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,3,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:36,Male,47,India,Master’s degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,Television,Whatsapp,5,I check every day,Homeopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:37,Male,45,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,3,I check every day,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:37,Male,53,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,5,I check every day,Allopathy,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:38,Male,67,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Other,1,I check once every few days,Home Remedies,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:41,Female,20,India,Bachelor’s degree,Currently not working,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Instagram,5,I check once a while (weekly/bi-weekly),Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:41,Female,37,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Family member but different household,Newspaper,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:42,Female,38,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,3,I check once a while (weekly/bi-weekly),Ayurveda,3,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:42,Female,34,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,Yes,Myself,News apps/ Internet,Whatsapp,3,I don't pay attention to numbers,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:42,Female,39,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Family member but different household,Newspaper,Facebook,3,I check once a while (weekly/bi-weekly),Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:44,Male,42,India,"High school graduate, diploma or the equivalent",Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check every day,Ayurveda,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:45,Female,32,India,Bachelor’s degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,Social Media,Other,5,I check every day,Home Remedies,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:45,Male,55,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check every day,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:45,Female,45,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Other,3,I check every day,Allopathy,3,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:46,Female,41,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,1,I check every day,Homeopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:46,Male,35,Outside India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Other,Whatsapp,5,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:46,Female,55,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,Social Media,Whatsapp,3,I don't pay attention to numbers,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:47,Female,35,India,Bachelor’s degree,Currently not working,No,No,Family member but different household,Other,Whatsapp,5,I check every day,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:47,Female,21,Outside India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Instagram,3,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:48,Male,68,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check once a while (weekly/bi-weekly),Ayurveda,3,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 22:48,Female,16,India,"High school graduate, diploma or the equivalent",Currently not working,No,No,Family member but different household,Newspaper,Instagram,3,I check every day,Homeopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:49,Male,65,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:49,Male,55,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Social Media,Whatsapp,2,I don't pay attention to numbers,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
